iteration,loss,elapsed,optimizer,lr,weight_decay,momentum,batch_size,optim,scheduler,running_best,tuner,seed
58,-0.7944,4080.980495452881,Optuna-TPE,0.0004726925771761046,0.0007043883315099369,0.8926564142420885,168,adam,cosine,-0.8148,Optuna-TPE,0
59,-0.8156,4159.55655503273,Optuna-TPE,0.0005248651859561607,6.727168624489157e-05,0.9282196344497212,47,adam,cosine,-0.8156,Optuna-TPE,0
60,-0.728,4222.6639404296875,Optuna-TPE,0.018193752050944652,7.091850801021842e-05,0.9660808560317874,45,sgd,cosine,-0.8156,Optuna-TPE,0
1,-0.5768,58.597813844680786,DE,0.005720147415714472,0.00023447466674064013,0.7422948074806481,76,rmsprop,cosine,-0.5768,DE,0
2,-0.697,123.14109897613525,DE,0.02134289930272435,6.816337161754513e-05,0.9237926248367876,428,sgd,step,-0.697,DE,0
3,-0.1036,185.0481162071228,DE,0.12506351021949932,0.003336009295307316,0.564667214602232,51,adam,none,-0.697,DE,0
4,-0.6972,251.68617272377014,DE,0.00016361430640545832,1.1360778735520746e-06,0.7492453594692051,160,adamw,step,-0.6972,DE,0
5,-0.7724,329.51260209083557,DE,0.000559645086782933,0.002649774035256506,0.9403988930396736,200,adamw,cosine,-0.7724,DE,0
6,-0.2688,396.2500457763672,DE,0.251470892116803,8.025199765005533e-06,0.6338107710704207,41,adam,step,-0.7724,DE,0
7,-0.6836,477.4072060585022,DE,0.018088934101036323,0.0005191200061156819,0.8546490756701678,318,sgd,none,-0.7724,DE,0
8,-0.617,535.2697796821594,DE,0.0009827911129937639,1.7274608192305187e-05,0.5511412812117487,104,rmsprop,step,-0.7724,DE,0
9,-0.7416,604.175451040268,DE,0.0016282419517398192,0.008214639957642267,0.8130902312137187,32,sgd,cosine,-0.7724,DE,0
10,-0.457,687.1444187164307,DE,0.010292849892714733,2.414373300835208e-06,0.5008082873374223,254,rmsprop,none,-0.7724,DE,0
11,-0.1,698.947306394577,DE,0.4397544467716429,0.0001559903541753946,0.9838832342531532,122,adamw,none,-0.7724,DE,0
12,-0.7584,767.0094501972198,DE,0.00033895391306115974,5.361754271726244e-05,0.6822182389814406,268,adam,cosine,-0.7724,DE,0
13,-0.6562,845.3938553333282,DE,0.00023553627348641968,0.0007028386633439271,0.6130711777601391,474,adam,step,-0.7724,DE,0
14,-0.5084,917.3345999717712,DE,0.06181860457877583,2.111361554086667e-05,0.792703298209235,70,adamw,none,-0.7724,DE,0
15,-0.466,992.8048400878906,DE,0.043030074746920374,0.001032241467477384,0.6919882160797715,133,rmsprop,step,-0.7724,DE,0
16,-0.7704,1054.1501564979553,DE,0.00399317609183259,3.408990965703138e-06,0.8822372851334512,62,sgd,cosine,-0.7724,DE,0
17,-0.6848,1120.6318864822388,DE,0.00011874278159492905,8.742448774108047e-05,0.5560270890015135,200,adamw,cosine,-0.7724,DE,0
18,-0.1,1133.768295764923,DE,0.34842510906277774,0.0002349840118454918,0.839181223403753,428,adam,step,-0.7724,DE,0
19,-0.7832,1199.5058484077454,DE,0.00015992565275522446,4.570416268672672e-06,0.564667214602232,51,adam,cosine,-0.7832,DE,0
20,-0.6288,1269.9495723247528,DE,0.0007858583806916454,1.4665240448762834e-05,0.7492453594692051,95,rmsprop,step,-0.7832,DE,0
21,-0.5898,1335.0359029769897,DE,0.0016849475645202767,0.00023447466674064013,0.6681027968873124,295,rmsprop,cosine,-0.7832,DE,0
22,-0.466,1412.0646963119507,DE,0.251470892116803,3.7732991535255225e-05,0.6338107710704207,182,adam,step,-0.7832,DE,0
23,-0.5702,1478.8881213665009,DE,0.0008978484132249626,0.0005191200061156819,0.6129211419701811,318,rmsprop,step,-0.7832,DE,0
24,-0.7024,1547.1004004478455,DE,0.05528801016735575,8.031438378431107e-06,0.6027960262897346,33,sgd,step,-0.7832,DE,0
25,-0.4346,1616.8449890613556,DE,0.01255210120353592,8.806265001391757e-05,0.6219308062434016,32,rmsprop,none,-0.7832,DE,0
26,-0.6188,1686.7969574928284,DE,0.010292849892714733,1.311642083638455e-05,0.5008082873374223,119,adamw,none,-0.7832,DE,0
27,-0.1,1711.3371517658234,DE,0.392022553182443,5.961249206705e-06,0.7654001753188633,73,adam,cosine,-0.7832,DE,0
28,-0.5324,1773.8361675739288,DE,0.011450217694895001,5.361754271726244e-05,0.6822182389814406,122,rmsprop,step,-0.7832,DE,0
29,-0.7934,1831.9614987373352,DE,0.00023553627348641968,1.7055433619997847e-05,0.7104386267257776,77,adamw,cosine,-0.7934,DE,0
30,-0.5814,1909.3376467227936,DE,0.008905154404243259,2.111361554086667e-05,0.7415570659222207,198,adamw,none,-0.7934,DE,0
31,-0.1,1935.7036862373352,DE,0.02886244602973622,1.0558011611969728e-05,0.6919882160797715,158,rmsprop,cosine,-0.7934,DE,0
32,-0.494,1992.3194162845612,DE,0.37646482400318354,3.408990965703138e-06,0.6133703349678853,89,sgd,cosine,-0.7934,DE,0
33,-0.4586,2051.4871711730957,DE,0.12419627747026253,1.7055433619997847e-05,0.7104386267257776,77,adamw,step,-0.7934,DE,0
34,-0.7792,2118.36128115654,DE,0.0006819660039226792,3.134816082272182e-06,0.6121616715176426,45,adam,none,-0.7934,DE,0
35,-0.6272,2181.705497980118,DE,0.005816317502192649,1.0957872077963293e-05,0.9403988930396736,47,adamw,step,-0.7934,DE,0
36,-0.7498,2251.850886106491,DE,0.00016361430640545832,1.1360778735520746e-06,0.7681713039724359,105,adamw,cosine,-0.7934,DE,0
37,-0.7248,2329.035537481308,DE,0.000355156866598069,0.00023447466674064013,0.6681027968873124,172,rmsprop,cosine,-0.7934,DE,0
38,-0.6026,2399.8280906677246,DE,0.005019946653319412,0.00018995408261556184,0.6995999555374175,106,adamw,step,-0.7934,DE,0
39,-0.7896,2475.2790513038635,DE,0.0003916095722306699,0.0003304961002583421,0.8455285041699739,135,adamw,cosine,-0.7934,DE,0
40,-0.737,2531.3891410827637,DE,0.0006681529834700752,8.031438378431107e-06,0.6027960262897346,116,adam,step,-0.7934,DE,0
41,-0.712,2606.3439722061157,DE,0.00010165136143114672,0.008214639957642267,0.5981302112000235,72,adam,step,-0.7934,DE,0
42,-0.4486,2664.2647264003754,DE,0.22701282320228328,0.0002915479079347922,0.8272480150894647,77,adamw,none,-0.7934,DE,0
43,-0.7112,2740.8537061214447,DE,0.0009518563857456283,0.0004891189662482576,0.5986770435866604,121,adam,step,-0.7934,DE,0
44,-0.7152,2808.4640350341797,DE,0.00033895391306115974,3.315302535320825e-05,0.6356513089020218,268,adam,step,-0.7934,DE,0
45,-0.767,2871.0365555286407,DE,0.00043983095777532937,6.305298640499491e-06,0.6527059494791194,56,adam,step,-0.7934,DE,0
46,-0.1,2897.95081949234,DE,0.35267945577735493,2.111361554086667e-05,0.7168057908709735,63,adam,none,-0.7934,DE,0
47,-0.754,2962.923812389374,DE,0.0001681964863645258,6.199254040693848e-05,0.6857909735000726,53,adamw,step,-0.7934,DE,0
48,-0.757,3030.5037405490875,DE,0.00019363778423737746,3.408990965703138e-06,0.8822372851334512,43,adam,step,-0.7934,DE,0
49,-0.734,3105.204811811447,DE,0.00023553627348641968,7.902769846163881e-06,0.792521085561767,69,rmsprop,cosine,-0.7934,DE,0
50,-0.7066,3164.249499797821,DE,0.0024082698251975425,3.134816082272182e-06,0.6121616715176426,77,adam,none,-0.7934,DE,0
51,-0.781,3228.8263504505157,DE,0.0004164567290916731,1.515644167917553e-05,0.9403988930396736,200,adam,cosine,-0.7934,DE,0
52,-0.7642,3308.7742092609406,DE,0.0004164567290916731,1.1360778735520746e-06,0.7681713039724359,286,adam,cosine,-0.7934,DE,0
53,-0.6416,3373.395204305649,DE,0.00046136043974045625,0.0002877475014965542,0.6413772514028174,51,rmsprop,none,-0.7934,DE,0
54,-0.6872,3440.6266946792603,DE,0.0037819595805345277,0.00018995408261556184,0.5628945794877782,40,adamw,none,-0.7934,DE,0
55,-0.3314,3501.1268446445465,DE,0.00012309524800585277,0.0003304961002583421,0.6263125669343763,54,sgd,cosine,-0.7934,DE,0
56,-0.7294,3577.1516830921173,DE,0.0001332127259628394,1.9192355443548697e-05,0.7133443973618906,55,adam,none,-0.7934,DE,0
57,-0.4184,3652.3151638507843,DE,0.0016282419517398192,0.008214639957642267,0.663134722245427,236,sgd,step,-0.7934,DE,0
58,-0.7576,3716.1445219516754,DE,0.0005592048123037993,1.311642083638455e-05,0.5008082873374223,50,adam,none,-0.7934,DE,0
59,-0.7182,3786.76780462265,DE,0.0009518563857456283,4.977430959381122e-05,0.5986770435866604,107,adamw,step,-0.7934,DE,0
60,-0.777,3855.362312078476,DE,0.0011349314600753672,5.361754271726244e-05,0.7939270629684902,38,adam,cosine,-0.7934,DE,0
1,-0.5036,63.268742084503174,PSO,0.0003872787978167967,2.7637615125314266e-06,0.821601498837984,47,sgd,step,-0.5036,PSO,0
2,-0.1,75.14264345169067,PSO,0.10885022496978591,2.4457108102318877e-06,0.910593004674414,42,rmsprop,step,-0.5036,PSO,0
3,-0.285,141.49807143211365,PSO,0.4102135168634855,0.0002626528266326433,0.8622391539051678,36,adam,cosine,-0.5036,PSO,0
4,-0.5782,198.45343399047852,PSO,0.001245700697762006,2.984770033451217e-06,0.6558117579030482,101,sgd,none,-0.5782,PSO,0
5,-0.6736,265.51285219192505,PSO,0.01246929166586855,1.1522798403028724e-05,0.7563915461986828,42,adamw,none,-0.6736,PSO,0
6,-0.777,326.3753082752228,PSO,0.000989034338526448,2.4766170878214786e-05,0.8716061951784788,60,adam,cosine,-0.777,PSO,0
7,-0.6962,392.97413659095764,PSO,0.010584573574250602,9.277032682327618e-06,0.7408806318342862,42,adamw,none,-0.777,PSO,0
8,-0.6158,467.84630823135376,PSO,0.013472110836989565,7.306786944227742e-06,0.8317307993089689,58,adam,step,-0.777,PSO,0
9,-0.5702,529.9670097827911,PSO,0.01735041429327049,6.804978705775358e-06,0.9579830745312927,143,adam,none,-0.777,PSO,0
10,-0.65,592.1376051902771,PSO,0.018730774471842734,1.4049410156030032e-05,0.7069431447542636,56,adamw,cosine,-0.777,PSO,0
11,-0.69,655.0796461105347,PSO,0.0015805389200125987,7.413751335880318e-05,0.8966085433487263,68,adam,step,-0.777,PSO,0
12,-0.512,729.1956927776337,PSO,0.001057857431759011,3.178360958374717e-05,0.526386574555709,66,sgd,cosine,-0.777,PSO,0
13,-0.7448,787.2294518947601,PSO,0.0008361062357981314,5.254173102658627e-06,0.8275800821610846,78,adam,none,-0.777,PSO,0
14,-0.728,846.8731806278229,PSO,0.000878527691369232,2.4751877169971326e-05,0.9348430446356519,90,adam,none,-0.777,PSO,0
15,-0.6166,910.1746904850006,PSO,0.009054302489369496,2.1820248332588913e-05,0.5800292294441489,56,adam,step,-0.777,PSO,0
16,-0.769,983.5925748348236,PSO,0.0005473569619278402,2.501024678861201e-05,0.8770240267981655,59,adam,none,-0.777,PSO,0
17,-0.6688,1043.5904381275177,PSO,0.0021448168577177765,3.1095044431175874e-05,0.5472075176816706,53,sgd,none,-0.777,PSO,0
18,-0.751,1101.7096264362335,PSO,0.00024338031095791362,4.594761671109197e-06,0.8484357367430094,85,adam,step,-0.777,PSO,0
19,-0.752,1176.9538404941559,PSO,0.00021595777773764414,4.723232488358192e-05,0.8883108358127565,65,adam,step,-0.777,PSO,0
20,-0.7316,1238.0503158569336,PSO,0.0015889454521386375,1.3377654636996552e-05,0.8788959298684063,47,sgd,cosine,-0.777,PSO,0
21,-0.735,1298.8459963798523,PSO,0.0008457022779852491,1.4196296816611124e-05,0.8640623920559484,56,adam,step,-0.777,PSO,0
22,-0.6042,1360.8142280578613,PSO,0.0031033470914705,2.4570920303347147e-05,0.8093349862699997,49,rmsprop,none,-0.777,PSO,0
23,-0.7986,1418.9803981781006,PSO,0.0003454018726122503,4.809495905560563e-06,0.8866610199844263,85,adam,cosine,-0.7986,PSO,0
24,-0.8118,1479.881796836853,PSO,0.00040010405610090314,2.5765903430524257e-05,0.8488687029945783,55,adam,cosine,-0.8118,PSO,0
25,-0.4228,1541.3768019676208,PSO,0.0004546105177130248,1.965745494919167e-05,0.5352938772253995,46,sgd,step,-0.8118,PSO,0
26,-0.7824,1602.4896261692047,PSO,0.0010237638805799716,3.323342203207152e-05,0.8578395743050333,56,adam,cosine,-0.8118,PSO,0
27,-0.6608,1667.596858739853,PSO,0.004749163622856871,1.2506409704015902e-05,0.6035383472177231,42,adamw,none,-0.8118,PSO,0
28,-0.7362,1741.6161165237427,PSO,0.0004206149179488958,5.316529645673013e-05,0.8564836823569515,64,adam,none,-0.8118,PSO,0
29,-0.7606,1804.251657485962,PSO,0.0005445967010872313,1.903042119780954e-05,0.8291476365854892,51,adam,none,-0.8118,PSO,0
30,-0.5914,1865.6080839633942,PSO,0.0010879201977862048,1.5626675263825134e-05,0.6004597700078074,46,sgd,cosine,-0.8118,PSO,0
31,-0.7398,1927.6636612415314,PSO,0.000741628783433497,3.481809603089231e-05,0.851371892793727,56,adam,step,-0.8118,PSO,0
32,-0.6596,1988.6286425590515,PSO,0.0014924151133712989,9.231222727698439e-06,0.6858945233016629,56,adam,none,-0.8118,PSO,0
33,-0.8064,2049.2726554870605,PSO,0.0004196575114138639,7.108762704628108e-06,0.8620951583487504,64,adam,cosine,-0.8118,PSO,0
34,-0.755,2111.45734167099,PSO,0.0003108526751344828,2.20023938270003e-05,0.8448141015752694,61,adam,none,-0.8118,PSO,0
35,-0.71,2172.5607759952545,PSO,0.00046860411494631697,2.255957715324954e-05,0.9890879631773366,64,adam,none,-0.8118,PSO,0
36,-0.749,2233.1671810150146,PSO,0.0005929273369323475,2.9832200333137237e-05,0.8468372177430273,55,adam,step,-0.8118,PSO,0
37,-0.7404,2295.5812799930573,PSO,0.0017191697323776082,1.3511276262676255e-05,0.7272106013688489,51,adam,cosine,-0.8118,PSO,0
38,-0.7734,2355.3332607746124,PSO,0.00041827351004083805,1.0250903845676326e-05,0.8647444782300567,59,adam,none,-0.8118,PSO,0
39,-0.8054,2414.6051111221313,PSO,0.00026690443227704217,2.9361093531889203e-05,0.8546829103775546,60,adam,cosine,-0.8118,PSO,0
40,-0.8088,2475.858696460724,PSO,0.0005390224937594628,1.344224034992316e-05,0.6744818416509826,64,adam,cosine,-0.8118,PSO,0
41,-0.7616,2538.647705078125,PSO,0.0003088040695322426,3.0423277337120273e-05,0.8550110445453459,56,adam,none,-0.8118,PSO,0
42,-0.724,2601.8417694568634,PSO,0.0012990749030658828,3.855909989953778e-05,0.5843298861484623,54,adam,none,-0.8118,PSO,0
43,-0.8068,2666.648291826248,PSO,0.0004064030557591796,1.0284590190025996e-05,0.8467260308798902,56,adam,cosine,-0.8118,PSO,0
44,-0.8068,2731.6693115234375,PSO,0.0003747513568284082,2.3862304551273848e-05,0.8477675814580642,53,adam,cosine,-0.8118,PSO,0
45,-0.804,2793.7148163318634,PSO,0.000504543654019181,2.7481400617007904e-05,0.8569203006899516,58,adam,cosine,-0.8118,PSO,0
46,-0.7604,2857.4477593898773,PSO,0.0003125802962495465,3.0210615619821427e-05,0.8580017068644549,56,adam,none,-0.8118,PSO,0
47,-0.7332,2919.233099937439,PSO,0.0010342421027853686,4.196328220220303e-05,0.6121561681566676,55,adam,step,-0.8118,PSO,0
48,-0.7642,2982.0328330993652,PSO,0.00039146947693464345,1.786881661680309e-05,0.8389392075927758,55,adam,none,-0.8118,PSO,0
49,-0.76,3045.0714585781097,PSO,0.0005025046796731913,2.440667952603528e-05,0.8457133017436828,54,adam,step,-0.8118,PSO,0
50,-0.76,3108.1909444332123,PSO,0.00039875869868168665,1.5043658836519433e-05,0.7332273922689461,61,adam,step,-0.8118,PSO,0
51,-0.6976,3170.9371259212494,PSO,0.0009215537942590118,3.379539636946934e-05,0.8521404104558209,56,adam,none,-0.8118,PSO,0
52,-0.7274,3235.426851272583,PSO,0.0011734793957032092,2.402554367923942e-05,0.6882312066690426,51,adam,step,-0.8118,PSO,0
53,-0.8046,3297.9480714797974,PSO,0.00039874973395398185,2.329082052988472e-05,0.8479492323549397,55,adam,cosine,-0.8118,PSO,0
54,-0.7538,3360.401243209839,PSO,0.0005478971733173824,2.7348750330320977e-05,0.8473721680622468,57,adam,step,-0.8118,PSO,0
55,-0.7658,3423.8855080604553,PSO,0.0003728275846767858,1.1803766705377826e-05,0.6845208812139946,61,adam,step,-0.8118,PSO,0
56,-0.7162,3486.1140642166138,PSO,0.0012231602197713312,2.7923582908541426e-05,0.8448892204189673,56,adam,step,-0.8118,PSO,0
57,-0.7366,3551.356676340103,PSO,0.0010187022708993574,7.75205126279114e-06,0.5853445343221304,51,adam,step,-0.8118,PSO,0
58,-0.7466,3614.1402399539948,PSO,0.0004075707837940162,2.0319404072554587e-05,0.85275887385637,57,adam,none,-0.8118,PSO,0
59,-0.7614,3677.4605832099915,PSO,0.00034322886195427743,2.658818126460223e-05,0.849823460858122,56,adam,none,-0.8118,PSO,0
60,-0.8016,3737.9131236076355,PSO,0.0005578664554227774,1.4989708570035767e-05,0.7585851133101728,60,adam,cosine,-0.8118,PSO,0
0,-0.53,70.22217988967896,HDGPSO,0.022703989398041757,1.1999049779393521e-05,0.5200770267287353,34,rmsprop,none,-0.53,HDGPSO,0
0,-0.4586,134.51523661613464,HDGPSO,0.017535878919144307,0.000827915939467036,0.7663762458180572,428,rmsprop,cosine,-0.53,HDGPSO,0
0,-0.1,145.67240571975708,HDGPSO,0.14842692860126866,1.362518165784107e-06,0.8575311687506726,52,rmsprop,step,-0.53,HDGPSO,0
0,-0.7202,209.66324305534363,HDGPSO,0.0012841781997338059,4.906241083254892e-05,0.5138766388612769,45,adamw,step,-0.7202,HDGPSO,0
0,-0.3664,286.39588141441345,HDGPSO,0.01889257123808924,3.4253915105989445e-05,0.9886328685367134,486,adamw,step,-0.7202,HDGPSO,0
1,-0.1,313.6542398929596,HDGPSO,0.022703989398041757,1.1999049779393521e-05,0.99,349,rmsprop,none,-0.7202,HDGPSO,0
1,-0.0952,381.9305136203766,HDGPSO,0.11810804506159567,0.000827915939467036,0.5,32,rmsprop,none,-0.7202,HDGPSO,0
1,-0.1,437.00064754486084,HDGPSO,0.14842692860126866,1.6583545003945191e-06,0.8575311687506726,32,adamw,none,-0.7202,HDGPSO,0
1,-0.1,447.79374718666077,HDGPSO,0.09122310362581557,6.276129718942759e-05,0.6614948859892246,72,rmsprop,step,-0.7202,HDGPSO,0
1,-0.4402,524.5350069999695,HDGPSO,0.01889257123808924,0.00026835186638487823,0.771336556112024,486,adamw,cosine,-0.7202,HDGPSO,0
1,-0.7808,598.4214768409729,HDGPSO,0.00041863934440168897,0.00019278888509763705,0.5868725531562843,184,adam,cosine,-0.7808,HDGPSO,0
1,-0.5122,668.1150679588318,HDGPSO,0.009076140771620753,3.314455595645614e-05,0.5954923499869799,32,rmsprop,none,-0.7808,HDGPSO,0
1,-0.6986,746.3183221817017,HDGPSO,0.0002701007774366661,1.0000000000000004e-06,0.5,299,adam,none,-0.7808,HDGPSO,0
1,-0.4842,822.7200496196747,HDGPSO,0.011469971637139002,0.010000000000000004,0.5,512,adamw,cosine,-0.7808,HDGPSO,0
1,-0.4998,893.9578268527985,HDGPSO,0.01743460379650215,1.0000000000000004e-06,0.5,83,rmsprop,step,-0.7808,HDGPSO,0
1,-0.7808,955.3353407382965,HDGPSO,0.00041863934440168897,0.00019278888509763705,0.5868725531562843,184,adam,cosine,-0.7808,HDGPSO,0
1,-0.6856,1033.6831965446472,HDGPSO,0.005094897955401898,0.00013151212017282267,0.5942210848798225,169,adam,cosine,-0.7808,HDGPSO,0
1,-0.7878,1107.294097185135,HDGPSO,0.0004515318692896601,3.6367750277046986e-06,0.6622377785318229,154,adam,cosine,-0.7878,HDGPSO,0
1,-0.751,1176.9771959781647,HDGPSO,0.00010000000000000009,0.0016611231376789683,0.6431497158079742,32,adam,step,-0.7878,HDGPSO,0
1,-0.7098,1246.0767831802368,HDGPSO,0.00010000000000000009,0.010000000000000004,0.5609071829694962,109,adam,cosine,-0.7878,HDGPSO,0
2,-0.4872,1322.1638946533203,HDGPSO,0.01701712608782799,0.00019278888509763705,0.6094915350589014,512,adam,cosine,-0.7878,HDGPSO,0
2,-0.6772,1385.0446014404297,HDGPSO,0.005094897955401898,1.4365927778726086e-06,0.6021430033353632,169,adam,cosine,-0.7878,HDGPSO,0
2,-0.7976,1445.9709079265594,HDGPSO,0.0004515318692896601,0.010000000000000004,0.5550283575906656,154,adam,cosine,-0.7976,HDGPSO,0
2,-0.771,1514.5967240333557,HDGPSO,0.00010000000000000009,0.0016611231376789683,0.6431497158079742,32,adamw,cosine,-0.7976,HDGPSO,0
2,-0.6812,1570.93528175354,HDGPSO,0.00010000000000000009,0.010000000000000004,0.5828575355075434,109,adam,step,-0.7976,HDGPSO,0
2,-0.6872,1647.2720036506653,HDGPSO,0.00010374104247591776,0.00012056656603369397,0.6181092714354901,129,adamw,cosine,-0.7976,HDGPSO,0
2,-0.7656,1724.302633523941,HDGPSO,0.0007420688437410049,0.0008247358404324081,0.7477180380949827,185,adam,cosine,-0.7976,HDGPSO,0
2,-0.726,1797.103886604309,HDGPSO,0.0016364700680898184,0.001659586768117604,0.560135938186752,214,adam,cosine,-0.7976,HDGPSO,0
2,-0.7012,1861.3841207027435,HDGPSO,0.00010000000000000009,0.0002459075305917296,0.5430531168522273,127,adam,cosine,-0.7976,HDGPSO,0
2,-0.8148,1937.6068654060364,HDGPSO,0.00014458168130222586,0.010000000000000004,0.6362992229842188,32,adam,cosine,-0.8148,HDGPSO,0
2,-0.8186,2008.8094470500946,HDGPSO,0.00019032777857126742,0.010000000000000004,0.592142839150661,32,adam,cosine,-0.8186,HDGPSO,0
2,-0.2232,2080.444364786148,HDGPSO,0.00011291125671913276,0.005404716785722306,0.6676714057944956,223,sgd,cosine,-0.8186,HDGPSO,0
2,-0.7894,2150.6721663475037,HDGPSO,0.00010000000000000009,0.010000000000000004,0.7381388661543722,32,adam,cosine,-0.8186,HDGPSO,0
2,-0.7894,2220.5820190906525,HDGPSO,0.00010000000000000009,0.010000000000000004,0.8274355937774795,32,adam,cosine,-0.8186,HDGPSO,0
2,-0.3612,2285.5020072460175,HDGPSO,0.00010000000000000009,0.010000000000000004,0.6716253891065266,37,sgd,cosine,-0.8186,HDGPSO,0
3,-0.7894,2355.6061866283417,HDGPSO,0.00010000000000000009,0.010000000000000004,0.8059631055971368,32,adam,cosine,-0.8186,HDGPSO,0
3,-0.7738,2425.036711215973,HDGPSO,0.00010000000000000009,0.0026378287354524156,0.7046363061415499,34,adam,cosine,-0.8186,HDGPSO,0
3,-0.789,2497.048555612564,HDGPSO,0.00010000000000000009,0.009842402980401626,0.7361306077842407,32,adam,cosine,-0.8186,HDGPSO,0
3,-0.7894,2572.0710961818695,HDGPSO,0.00010000000000000009,0.010000000000000004,0.8274355937774795,32,adam,cosine,-0.8186,HDGPSO,0
3,-0.776,2650.0470821857452,HDGPSO,0.00010000000000000009,0.009685034034698555,0.833983689327963,32,adamw,cosine,-0.8186,HDGPSO,0
3,-0.7894,2726.5843646526337,HDGPSO,0.00010000000000000009,0.010000000000000004,0.9365875006016343,32,adam,cosine,-0.8186,HDGPSO,0
3,-0.8094,2796.7277135849,HDGPSO,0.00033206154351891876,0.010000000000000004,0.8248987925803241,32,adam,cosine,-0.8186,HDGPSO,0
3,-0.8156,2867.643144130707,HDGPSO,0.00028081932018470185,0.008887857321265416,0.8023452180516186,32,adam,cosine,-0.8186,HDGPSO,0
3,-0.7742,2934.906634092331,HDGPSO,0.00010000000000000009,0.0033169486675737976,0.6406798001629258,37,adam,cosine,-0.8186,HDGPSO,0
3,-0.6652,3004.187048435211,HDGPSO,0.0010490292978752413,0.010000000000000004,0.648297395435408,32,adam,cosine,-0.8186,HDGPSO,0
3,-0.4758,3071.4252576828003,HDGPSO,0.00030964858415507467,0.010000000000000004,0.629208651249775,32,sgd,cosine,-0.8186,HDGPSO,0
3,-0.7936,3152.0331134796143,HDGPSO,0.00011426776084186707,0.010000000000000004,0.5035905965643337,32,adam,cosine,-0.8186,HDGPSO,0
3,-0.8144,3228.040761232376,HDGPSO,0.00018952096287751355,0.005993406132033967,0.658030793064773,32,adam,cosine,-0.8186,HDGPSO,0
3,-0.7894,3302.091657400131,HDGPSO,0.00010000000000000009,0.010000000000000004,0.99,32,adam,cosine,-0.8186,HDGPSO,0
3,-0.7754,3372.457014799118,HDGPSO,0.00010000000000000009,0.010000000000000004,0.6450859060539127,35,adam,cosine,-0.8186,HDGPSO,0
4,-0.7102,3445.2952296733856,HDGPSO,0.0007396736012411966,0.010000000000000004,0.6633953322140317,32,adam,cosine,-0.8186,HDGPSO,0
4,-0.5114,3516.2748968601227,HDGPSO,0.00010000000000000009,0.010000000000000004,0.9132871318975868,32,sgd,cosine,-0.8186,HDGPSO,0
4,-0.781,3588.7777762413025,HDGPSO,0.00010000000000000009,0.005993406132033967,0.658030793064773,32,adam,cosine,-0.8186,HDGPSO,0
4,-0.7014,3660.5253801345825,HDGPSO,0.0008314697544189875,0.010000000000000004,0.5,32,adam,cosine,-0.8186,HDGPSO,0
4,-0.781,3732.29545545578,HDGPSO,0.00010000000000000009,0.005993406132033967,0.6450859060539127,32,adam,cosine,-0.8186,HDGPSO,0
4,-0.783,3805.1577241420746,HDGPSO,0.00010000000000000009,0.009453906956524198,0.7347639566051235,32,adam,cosine,-0.8186,HDGPSO,0
4,-0.79,3880.9267530441284,HDGPSO,0.0005850573392252276,0.00831731831119786,0.6576979050070993,67,adam,cosine,-0.8186,HDGPSO,0
4,-0.7942,3951.683746814728,HDGPSO,0.0004626810160307815,0.010000000000000004,0.659621711604592,32,adam,cosine,-0.8186,HDGPSO,0
4,-0.6924,4023.3996176719666,HDGPSO,0.0008841470329811767,0.010000000000000004,0.6534438595663077,32,adam,cosine,-0.8186,HDGPSO,0
4,-0.8114,4095.3899619579315,HDGPSO,0.0001777035577643857,0.010000000000000004,0.6507772101327964,32,adam,cosine,-0.8186,HDGPSO,0
0,-0.7486,61.631938457489014,SMAC,67,0.019744684303,0.5526788620371,sgd,none,9.59539048e-05,-0.7486,SMAC,0
1,-0.5986,140.67405915260315,SMAC,189,0.0002494484267,0.9847255286481,rmsprop,step,0.0033884499415,-0.7486,SMAC,0
2,-0.4946,221.75827598571777,SMAC,294,0.1980063306566,0.7011573388521,adam,cosine,0.0001883303973,-0.7486,SMAC,0
3,-0.6668,284.64524579048157,SMAC,52,0.0025673429541,0.7749296985101,adamw,step,1.6947988e-06,-0.7486,SMAC,0
4,-0.3188,353.0679979324341,SMAC,35,0.109894934792,0.870001354618,adamw,none,2.43952991e-05,-0.7486,SMAC,0
5,-0.7254,418.35183572769165,SMAC,47,0.0083080622372,0.5725572123504,sgd,none,7.40005524e-05,-0.7486,SMAC,0
6,-0.684,480.27367424964905,SMAC,63,0.0154071253453,0.5037246370461,sgd,none,4.8541446e-05,-0.7486,SMAC,0
7,-0.742,542.7795522212982,SMAC,67,0.008096650117,0.5900583753278,sgd,none,5.55089754e-05,-0.7486,SMAC,0
8,-0.7438,607.8001337051392,SMAC,49,0.011118887912,0.52978160236,sgd,none,6.00957209e-05,-0.7486,SMAC,0
9,-0.6996,679.8188600540161,SMAC,88,0.0141003858307,0.592454612213,sgd,none,6.82965303e-05,-0.7486,SMAC,0
10,-0.6886,749.8483440876007,SMAC,92,0.0089845582711,0.5027889774319,sgd,none,0.0007961648748,-0.7486,SMAC,0
11,-0.7408,809.6256420612335,SMAC,69,0.0119830080423,0.5830704093906,sgd,none,0.0001617655374,-0.7486,SMAC,0
12,-0.718,883.5266003608704,SMAC,79,0.0072180265156,0.5219393234411,sgd,none,0.0061269206614,-0.7486,SMAC,0
