iteration,loss,elapsed,optimizer,lr,weight_decay,momentum,batch_size,optim,scheduler,running_best,tuner,seed
16,-0.7172,1255.5434029102325,Bayes,0.0001,0.01,0.5,91,adamw,cosine,-0.7972,Bayes,0
17,-0.3112,1319.1872019767761,Bayes,0.13869774256987025,1.418481142951168e-05,0.5,196,adamw,step,-0.7972,Bayes,0
18,-0.1,1367.8701949119568,Bayes,0.49999999999999994,1e-06,0.5,512,rmsprop,cosine,-0.7972,Bayes,0
19,-0.7594,1456.3720786571503,Bayes,0.01689140919626413,0.000640871944086159,0.5,77,sgd,cosine,-0.7972,Bayes,0
20,-0.644,1556.5165421962738,Bayes,0.00032397821617961327,1.3627534679127595e-06,0.5,347,rmsprop,none,-0.7972,Bayes,0
21,-0.8104,1635.6040349006653,Bayes,0.00039403863304344897,1.962390863083933e-06,0.5,32,adamw,cosine,-0.8104,Bayes,0
22,-0.5562,1703.9955847263336,Bayes,0.03646122634210667,1e-06,0.99,32,sgd,cosine,-0.8104,Bayes,0
23,-0.744,1760.6608493328094,Bayes,0.036939641047903475,1e-06,0.5,115,sgd,none,-0.8104,Bayes,0
24,-0.3334,1828.707543849945,Bayes,0.0001,1e-06,0.5,32,sgd,cosine,-0.8104,Bayes,0
25,-0.6668,1904.6290848255157,Bayes,0.0002980508697703445,0.01,0.5,512,adamw,step,-0.8104,Bayes,0
26,-0.8068,1974.9981365203857,Bayes,0.000535337797720654,0.006505967444170309,0.5,32,adamw,cosine,-0.8104,Bayes,0
27,-0.6636,2051.2198436260223,Bayes,0.03957080365138254,1e-06,0.5,512,sgd,cosine,-0.8104,Bayes,0
28,-0.7468,2118.8510222434998,Bayes,0.011035051343849144,0.0028933586854289935,0.5,32,sgd,step,-0.8104,Bayes,0
29,-0.8112,2188.998530626297,Bayes,0.00027096489537877433,0.01,0.99,32,adamw,cosine,-0.8112,Bayes,0
30,-0.8056,2258.863320350647,Bayes,0.00039222137408571715,1e-06,0.99,32,adamw,cosine,-0.8112,Bayes,0
31,-0.8098,2328.8909950256348,Bayes,0.00023319218395235263,1e-06,0.99,32,adamw,cosine,-0.8112,Bayes,0
32,-0.8148,2398.7555508613586,Bayes,0.0003185055953900681,0.004964126574181318,0.7739504582855059,32,adamw,cosine,-0.8148,Bayes,0
33,-0.58,2474.769549369812,Bayes,0.014227760000583622,0.0027320482858905204,0.5,512,sgd,none,-0.8148,Bayes,0
34,-0.7828,2545.8348705768585,Bayes,0.0008978116001829661,3.463201081264873e-05,0.5,32,adamw,cosine,-0.8148,Bayes,0
35,-0.628,2622.479756116867,Bayes,0.0609821261029024,1.1609156600431153e-06,0.5,512,sgd,none,-0.8148,Bayes,0
36,-0.8022,2696.6877846717834,Bayes,0.00040104827113767583,0.01,0.5,56,adamw,cosine,-0.8148,Bayes,0
37,-0.809,2767.3859922885895,Bayes,0.0001364634208627276,0.01,0.5,32,adam,cosine,-0.8148,Bayes,0
38,-0.7682,2837.8504683971405,Bayes,0.00025552499791013357,7.043315278064806e-05,0.5,32,rmsprop,cosine,-0.8148,Bayes,0
39,-0.7594,2908.3732192516327,Bayes,0.0001,0.01,0.99,32,adam,step,-0.8148,Bayes,0
40,-0.7682,2978.30739068985,Bayes,0.0001,0.01,0.5,32,adamw,cosine,-0.8148,Bayes,0
41,-0.7202,3036.714215517044,Bayes,0.012447647782199764,0.01,0.5,75,sgd,step,-0.8148,Bayes,0
42,-0.8204,3108.305556535721,Bayes,0.0002944229437507925,0.005367221311730698,0.6922179641853021,32,adam,cosine,-0.8204,Bayes,0
43,-0.2978,3185.749307870865,Bayes,0.49999999999999994,0.00014853270721062282,0.6182176945473801,512,sgd,cosine,-0.8204,Bayes,0
44,-0.8102,3261.643337249756,Bayes,0.03387629276444244,0.01,0.5,32,sgd,cosine,-0.8204,Bayes,0
45,-0.8178,3338.0967037677765,Bayes,0.00021562166738090503,0.01,0.7810411310084717,32,adam,cosine,-0.8204,Bayes,0
46,-0.8128,3416.4953050613403,Bayes,0.0002865546773448342,0.01,0.5,32,adam,cosine,-0.8204,Bayes,0
47,-0.808,3494.156886577606,Bayes,0.000229476174337233,1e-06,0.64856191391004,32,adam,cosine,-0.8204,Bayes,0
48,-0.8102,3569.538020849228,Bayes,0.00027223836969797347,0.01,0.8679723635197742,32,adam,cosine,-0.8204,Bayes,0
49,-0.8014,3643.7792415618896,Bayes,0.0001901922531042727,1e-06,0.7831387619386143,32,adamw,cosine,-0.8204,Bayes,0
50,-0.7958,3716.67146897316,Bayes,0.00040270114736530414,0.01,0.6520984701947318,32,adam,cosine,-0.8204,Bayes,0
51,-0.7986,3787.1840267181396,Bayes,0.028546901245808224,1e-06,0.5,32,sgd,cosine,-0.8204,Bayes,0
52,-0.759,3860.3542058467865,Bayes,0.00027041531397775084,0.01,0.99,32,adamw,none,-0.8204,Bayes,0
53,-0.814,3934.0416388511658,Bayes,0.0001871393933530089,0.01,0.99,32,adam,cosine,-0.8204,Bayes,0
54,-0.7894,4008.8176670074463,Bayes,0.0001,0.01,0.99,32,adam,cosine,-0.8204,Bayes,0
55,-0.806,4081.002270460129,Bayes,0.00031490409620062377,0.01,0.5,32,adam,cosine,-0.8204,Bayes,0
56,-0.7916,4162.469947338104,Bayes,0.0002275507796435273,1e-06,0.99,61,adam,cosine,-0.8204,Bayes,0
57,-0.809,4229.555594444275,Bayes,0.03044921280422612,0.01,0.5,32,sgd,cosine,-0.8204,Bayes,0
58,-0.807,4300.035588502884,Bayes,0.00031723713988463924,0.01,0.5,32,adam,cosine,-0.8204,Bayes,0
59,-0.8052,4372.174382925034,Bayes,0.0003551179247986118,0.01,0.5,32,adam,cosine,-0.8204,Bayes,0
60,-0.8154,4445.4759747982025,Bayes,0.00029309214748247844,0.01,0.7478840229768778,32,adam,cosine,-0.8204,Bayes,0
1,-0.4946,75.04363179206848,Optuna-TPE,0.010716295704927558,0.0007257005721594283,0.7953540542751054,144,rmsprop,cosine,-0.4946,Optuna-TPE,0
2,-0.61,141.79480266571045,Optuna-TPE,0.009044122656322208,0.00018714500686240683,0.9535423527634039,38,adamw,step,-0.61,Optuna-TPE,0
3,-0.6276,201.67010831832886,Optuna-TPE,0.005093288991452604,0.0013246974647468455,0.5579544686757772,188,adam,step,-0.6276,Optuna-TPE,0
4,-0.4932,278.41400933265686,Optuna-TPE,0.012665435463447151,1.1889379831773014e-06,0.8026413935671797,174,adam,step,-0.6276,Optuna-TPE,0
5,-0.7186,346.5736815929413,Optuna-TPE,0.029265104573384305,0.0004814503186400563,0.603087454926182,45,adamw,cosine,-0.7186,Optuna-TPE,0
6,-0.6004,427.8218026161194,Optuna-TPE,0.00039507456270501895,0.0004096691887503099,0.6241128852444933,116,rmsprop,none,-0.7186,Optuna-TPE,0
7,-0.5486,499.016720533371,Optuna-TPE,0.10885022496978591,2.4457108102318877e-06,0.910593004674414,41,adamw,cosine,-0.7186,Optuna-TPE,0
8,-0.7584,572.3955228328705,Optuna-TPE,0.0002783578507372617,1.529539827781373e-05,0.5581765822875796,76,adamw,step,-0.7584,Optuna-TPE,0
9,-0.3324,651.843138217926,Optuna-TPE,0.013502332895338663,0.00521416524244723,0.6560987867011486,203,adam,none,-0.7584,Optuna-TPE,0
10,-0.256,736.2499735355377,Optuna-TPE,0.0001040802736934432,0.0005143587677210171,0.6323039068641607,245,sgd,none,-0.7584,Optuna-TPE,0
11,-0.4904,796.636944770813,Optuna-TPE,0.0014654728519207095,1.7393113271401567e-05,0.5101767290357976,77,sgd,step,-0.7584,Optuna-TPE,0
12,-0.2044,885.0858385562897,Optuna-TPE,0.09957335543689444,2.682173951836298e-05,0.6940747088086857,504,adamw,cosine,-0.7584,Optuna-TPE,0
13,-0.1,909.2999835014343,Optuna-TPE,0.49666756844362814,4.0947993409892487e-05,0.5619985305605958,68,adamw,cosine,-0.7584,Optuna-TPE,0
14,-0.6628,983.2165079116821,Optuna-TPE,0.0018167550015772535,5.630964346195045e-06,0.5028391968903086,57,adamw,step,-0.7584,Optuna-TPE,0
15,-0.576,1056.1034998893738,Optuna-TPE,0.05167627014100635,0.00010535036278748687,0.7615184766264771,97,adamw,cosine,-0.7584,Optuna-TPE,0
16,-0.7406,1134.2513508796692,Optuna-TPE,0.00011617273828879509,0.00330931778251161,0.5771985570915018,50,adamw,step,-0.7584,Optuna-TPE,0
17,-0.7504,1217.7191395759583,Optuna-TPE,0.00012680441989688278,0.008967381549523668,0.7207844223332303,33,adamw,step,-0.7584,Optuna-TPE,0
18,-0.5466,1290.2159066200256,Optuna-TPE,0.0003606385973659195,0.008701529828084711,0.7074013141268021,34,rmsprop,step,-0.7584,Optuna-TPE,0
19,-0.462,1363.833331823349,Optuna-TPE,0.00036073287058657814,7.1776180394368085e-06,0.8657155359707465,89,sgd,step,-0.7584,Optuna-TPE,0
20,-0.602,1444.642473936081,Optuna-TPE,0.0015052255222759098,6.188724506454678e-05,0.8571490077360404,360,adamw,step,-0.7584,Optuna-TPE,0
21,-0.7606,1519.8930146694183,Optuna-TPE,0.00021192170429105148,1.1551993781748808e-05,0.6982382710823397,60,adamw,step,-0.7606,Optuna-TPE,0
22,-0.7528,1583.9565863609314,Optuna-TPE,0.00022470866000887484,1.5873576397983334e-05,0.7010096743776073,62,adamw,step,-0.7606,Optuna-TPE,0
23,-0.7382,1647.1106762886047,Optuna-TPE,0.0007175036058784572,1.0498454032287856e-05,0.6678885818932023,62,adamw,step,-0.7606,Optuna-TPE,0
24,-0.7504,1719.285673379898,Optuna-TPE,0.0002697183287112708,3.6264707070590514e-06,0.7563864410444018,108,adamw,step,-0.7606,Optuna-TPE,0
25,-0.7444,1778.4337134361267,Optuna-TPE,0.0007517720189347287,1.7071273634286917e-05,0.6772726899094685,78,adamw,step,-0.7606,Optuna-TPE,0
26,-0.6726,1843.2362349033356,Optuna-TPE,0.0034544918088089847,1.6310626042604353e-06,0.7934242272639702,61,adamw,none,-0.7606,Optuna-TPE,0
27,-0.3452,1919.8632278442383,Optuna-TPE,0.00021960967380138072,1.1244301030976879e-05,0.537128144495953,51,sgd,step,-0.7606,Optuna-TPE,0
28,-0.6266,1998.180973291397,Optuna-TPE,0.0007140533926868935,9.280446805096675e-05,0.6060593650794761,140,rmsprop,step,-0.7606,Optuna-TPE,0
29,-0.7448,2071.6504323482513,Optuna-TPE,0.00020684539486348874,3.367991976294965e-05,0.7266811294105842,81,adam,step,-0.7606,Optuna-TPE,0
30,-0.638,2148.3481879234314,Optuna-TPE,0.0006498913314449847,4.0812645342458146e-06,0.8001291338761598,126,rmsprop,none,-0.7606,Optuna-TPE,0
31,-0.67,2208.272795200348,Optuna-TPE,0.002556540848189454,2.03069162329628e-05,0.8327294839049094,71,adamw,step,-0.7606,Optuna-TPE,0
32,-0.7688,2277.332950592041,Optuna-TPE,0.00015226555717287975,0.0012067042466642104,0.7287830509359409,32,adamw,step,-0.7688,Optuna-TPE,0
33,-0.7572,2356.0192511081696,Optuna-TPE,0.00019772952413464704,0.00019279412175554717,0.7732520027878262,42,adamw,step,-0.7688,Optuna-TPE,0
34,-0.7592,2423.1240532398224,Optuna-TPE,0.00016395857711802052,0.001420536770784444,0.7644037728856902,41,adamw,step,-0.7688,Optuna-TPE,0
35,-0.7708,2493.5350375175476,Optuna-TPE,0.00014228613299348657,0.0018073070224082818,0.7435726372434923,32,adamw,step,-0.7708,Optuna-TPE,0
36,-0.7704,2565.1267828941345,Optuna-TPE,0.00013363809264056113,0.0014830206260687193,0.7327923795152503,32,adam,step,-0.7708,Optuna-TPE,0
37,-0.7478,2636.7475934028625,Optuna-TPE,0.00010442283686337512,0.0013597119837830335,0.7370173381125533,33,adam,step,-0.7708,Optuna-TPE,0
38,-0.7638,2717.068486213684,Optuna-TPE,0.0004928866254120871,0.001996706025675846,0.9849856982944054,37,adam,step,-0.7708,Optuna-TPE,0
39,-0.7666,2796.614113807678,Optuna-TPE,0.0005874342928426111,0.002450069228138014,0.9085225753914857,36,adam,step,-0.7708,Optuna-TPE,0
40,-0.7716,2860.2039313316345,Optuna-TPE,0.0010525318652155793,0.0008605133175397355,0.9149121295691393,49,adam,cosine,-0.7716,Optuna-TPE,0
41,-0.6522,2932.9914433956146,Optuna-TPE,0.006271730408839076,0.000855430244852257,0.8271231392327079,48,adam,cosine,-0.7716,Optuna-TPE,0
42,-0.7432,3003.962055683136,Optuna-TPE,0.000998487908979035,0.002725911094740865,0.909672487318806,32,adam,cosine,-0.7716,Optuna-TPE,0
43,-0.8078,3070.6592128276825,Optuna-TPE,0.0004546650448623406,0.00027089839703378193,0.9271453839263637,38,adam,cosine,-0.8078,Optuna-TPE,0
44,-0.8112,3134.5310378074646,Optuna-TPE,0.0003758838084712689,0.00030528268195008655,0.9609037018864226,44,adam,cosine,-0.8112,Optuna-TPE,0
45,-0.8148,3200.1298384666443,Optuna-TPE,0.00039966700563021,0.00029279172360777324,0.9480187031145602,44,adam,cosine,-0.8148,Optuna-TPE,0
46,-0.7778,3265.231689453125,Optuna-TPE,0.0012008199267613696,0.00027936009948627564,0.9420109121230098,45,adam,cosine,-0.8148,Optuna-TPE,0
47,-0.785,3329.7556233406067,Optuna-TPE,0.0009732719968165134,0.000301045687055751,0.9404730749538858,45,adam,cosine,-0.8148,Optuna-TPE,0
48,-0.71,3396.068776369095,Optuna-TPE,0.003661191741376398,0.0002816930794327502,0.9458660995040884,42,adam,cosine,-0.8148,Optuna-TPE,0
49,-0.7836,3457.795171022415,Optuna-TPE,0.0011068602751847668,0.00044974992935707165,0.9858385034421111,54,adam,cosine,-0.8148,Optuna-TPE,0
50,-0.7532,3526.9157299995422,Optuna-TPE,0.0021353398647302744,0.0001135274022029364,0.9875455044087816,38,adam,cosine,-0.8148,Optuna-TPE,0
51,-0.8046,3590.6046600341797,Optuna-TPE,0.0004046925389223609,0.0004905451526938599,0.9698697282098651,54,adam,cosine,-0.8148,Optuna-TPE,0
52,-0.8082,3666.8370015621185,Optuna-TPE,0.00041917374273503006,0.0004075034488488581,0.9652909167795531,53,adam,cosine,-0.8148,Optuna-TPE,0
53,-0.8104,3730.5858755111694,Optuna-TPE,0.00041910284336650687,0.0006249247298121588,0.9617345329458181,46,adam,cosine,-0.8148,Optuna-TPE,0
54,-0.801,3791.141419649124,Optuna-TPE,0.000405842112143146,0.0005799838902349286,0.9669331595966066,68,adam,cosine,-0.8148,Optuna-TPE,0
55,-0.8068,3852.8698942661285,Optuna-TPE,0.00033445644096603166,0.00015266246985379248,0.8789756509542437,54,adam,cosine,-0.8148,Optuna-TPE,0
56,-0.8084,3934.017602920532,Optuna-TPE,0.0003046111860725417,0.00018217717435818574,0.8781457300360404,40,adam,cosine,-0.8148,Optuna-TPE,0
57,-0.8052,4002.912519931793,Optuna-TPE,0.00028224364829804817,0.00021907159917855393,0.9240129797090187,39,adam,cosine,-0.8148,Optuna-TPE,0
