dataset,model,tuner,seed,best_loss,n_evals,elapsed,stopped,error,budget
breast_cancer,GradientBoosting,Optuna-TPE,0,-0.9789102385593614,40,78.8006637096405,budget,,40
breast_cancer,GradientBoosting,Optuna-TPE,1,-0.9718741297688666,40,58.7751739025116,budget,,40
breast_cancer,GradientBoosting,Optuna-TPE,2,-0.968365357839042,40,87.09212803840637,budget,,40
breast_cancer,GradientBoosting,DE,0,-0.9718741297688666,40,91.13195538520812,budget,,40
breast_cancer,GradientBoosting,DE,1,-0.9683560753736192,40,91.04495859146118,budget,,40
breast_cancer,GradientBoosting,DE,2,-0.9718741297688666,40,68.07552742958069,budget,,40
breast_cancer,GradientBoosting,PSO,0,-0.9718834122342894,40,62.1237006187439,budget,,40
breast_cancer,GradientBoosting,PSO,1,-0.9701383087348,40,75.67283844947815,budget,,40
breast_cancer,GradientBoosting,PSO,2,-0.9666202543395525,40,79.93070101737976,budget,,40
breast_cancer,GradientBoosting,HDGPSO,0,-0.9701197438039544,40,126.78832936286926,budget,,40
breast_cancer,GradientBoosting,HDGPSO,1,-0.9789009560939386,40,53.65406823158264,budget,,40
breast_cancer,GradientBoosting,HDGPSO,2,-0.975392184164114,40,61.53615927696228,budget,,40
breast_cancer,GradientBoosting,HDGPSO-MF,0,-0.9718648473034438,75,99.728590965271,budget,,40
breast_cancer,GradientBoosting,HDGPSO-MF,1,-0.9806831894551192,75,36.34754014015198,budget,,40
breast_cancer,GradientBoosting,HDGPSO-MF,2,-0.9753829016986912,75,47.17830276489258,budget,,40
breast_cancer,MLP,RandomSearch,0,-0.9824561476707458,40,5.492443084716797,budget,,40
breast_cancer,MLP,RandomSearch,1,-0.9912281036376952,40,7.080682039260864,budget,,40
breast_cancer,MLP,RandomSearch,2,-0.9912281036376952,40,6.762026071548462,budget,,40
breast_cancer,MLP,GridSearch,0,-0.4473684132099151,40,8.704245567321777,budget,,40
breast_cancer,MLP,GridSearch,1,-0.5964912176132202,40,8.640503406524658,budget,,40
breast_cancer,MLP,GridSearch,2,-0.8947368264198303,40,8.759644269943237,budget,,40
breast_cancer,MLP,Bayes,0,-0.9824561476707458,40,22.285983324050903,budget,,40
breast_cancer,MLP,Bayes,1,-0.9912281036376952,40,20.14486622810364,budget,,40
breast_cancer,MLP,Bayes,2,-0.9912281036376952,40,20.293263912200928,budget,,40
breast_cancer,MLP,Optuna-TPE,0,-0.9824561476707458,40,4.573478937149048,budget,,40
breast_cancer,MLP,Optuna-TPE,1,-1.0,40,7.934535503387451,budget,,40
breast_cancer,MLP,Optuna-TPE,2,-0.9912281036376952,40,4.891740083694458,budget,,40
breast_cancer,MLP,DE,0,-0.9824561476707458,40,7.776295661926269,budget,,40
breast_cancer,MLP,DE,1,-0.9912281036376952,40,7.104493618011475,budget,,40
breast_cancer,MLP,DE,2,-0.9912281036376952,40,6.242184162139893,budget,,40
breast_cancer,MLP,PSO,0,-0.9824561476707458,40,8.511298894882202,budget,,40
breast_cancer,MLP,PSO,1,-0.9912281036376952,40,7.323381185531616,budget,,40
breast_cancer,MLP,PSO,2,-0.9912281036376952,40,8.88375449180603,budget,,40
breast_cancer,MLP,HDGPSO,0,-0.9824561476707458,40,3.622096061706543,budget,,40
breast_cancer,MLP,HDGPSO,1,-0.9912281036376952,40,7.999711036682129,budget,,40
breast_cancer,MLP,HDGPSO,2,-0.9912281036376952,40,6.552974700927734,budget,,40
breast_cancer,MLP,HDGPSO-MF,0,-0.9824561476707458,75,8.97793698310852,budget,,40
breast_cancer,MLP,HDGPSO-MF,1,-0.9912281036376952,75,6.707855701446533,budget,,40
breast_cancer,MLP,HDGPSO-MF,2,-0.9912281036376952,75,5.14867901802063,budget,,40
wine,RandomForest,RandomSearch,0,-0.9495291902071564,40,17.060096263885498,budget,,40
wine,RandomForest,RandomSearch,1,-0.9495291902071564,40,15.75769329071045,budget,,40
wine,RandomForest,RandomSearch,2,-0.9384180790960452,40,17.4258131980896,budget,,40
wine,RandomForest,GridSearch,0,-0.915819209039548,4,0.2190828323364257,budget,,40
wine,RandomForest,GridSearch,1,-0.9216572504708096,4,0.2252075672149658,budget,,40
wine,RandomForest,GridSearch,2,-0.938512241054614,4,0.22249436378479,budget,,40
wine,RandomForest,Bayes,0,-0.955084745762712,40,26.354883909225464,budget,,40
wine,RandomForest,Bayes,1,-0.960734463276836,40,27.78285837173462,budget,,40
wine,RandomForest,Bayes,2,-0.943879472693032,40,21.697749614715576,budget,,40
wine,RandomForest,Optuna-TPE,0,-0.9495291902071564,40,17.58617901802063,budget,,40
wine,RandomForest,Optuna-TPE,1,-0.960734463276836,40,21.98128032684326,budget,,40
wine,RandomForest,Optuna-TPE,2,-0.9494350282485876,40,9.404393196105955,budget,,40
wine,RandomForest,DE,0,-0.9495291902071564,40,17.606580018997192,budget,,40
wine,RandomForest,DE,1,-0.949623352165725,40,17.591121196746826,budget,,40
wine,RandomForest,DE,2,-0.9383239171374764,40,16.563068151474,budget,,40
